2022-09-08T23-00-23.1805Z;4826;37.67635200170448
2021-02-15T15-04-22.4942Z;652;28.55279643598012
2021-05-01T23-20-57.3378Z;8001;24.525458823676683
2023-07-24T22-02-59.8788Z;1;0.22022766273470107
2022-09-11T15-56-08.4848Z;8021;0.5913175951165917
2023-01-31T03-50-33.1759Z;4698;45.67612692413914
2022-08-31T22-15-02.1606Z;4991;5.799478173013317
2024-07-07T09-53-35.7777Z;6786;26.701545962852602
2021-02-13T11-53-17.1504Z;3293;22.409959888858015
2023-12-19T16-20-04.5371Z;1190;9.041149675789873
2021-03-15T07-52-20.9343Z;2445;36.097797891466996
2023-04-02T22-12-33.8262Z;1359;4.343892763862267
2022-08-25T14-40-25.3928Z;8523;19.77826288111703
2023-04-22T20-49-14.3393Z;7865;9.252093917678817
2022-07-06T11-04-21.2122Z;7215;39.6515301327986
2021-08-30T10-03-36.5128Z;1;1.7738580580712981
2023-05-13T04-38-28.8564Z;1594;45.39489707659217
2022-01-29T06-08-43.8075Z;3956;6.693026592759244
2021-01-31T19-35-23.4186Z;3970;43.74637870811373
2021-05-20T23-44-03.1341Z;5766;17.700709293751142
2021-04-06T23-26-59.5214Z;5567;9.499043204971613
2023-06-20T06-07-47.1762Z;9810;4.536674530363799
2024-01-29T12-52-34.1387Z;385;31.768377391653868
2024-08-29T14-17-15.7525Z;6067;10.269767985780758
2024-03-06T00-35-06.9126Z;4694;35.92166998706834
2022-07-29T19-26-00.3072Z;4622;38.89536800616719
2023-03-06T18-44-32.7483Z;1592;35.3207912054956
2023-10-14T18-22-59.3837Z;8893;49.594082861390596
2021-05-03T15-55-52.3504Z;1;35.31304234750865
2022-07-24T19-12-02.2467Z;8466;31.632896229903384
2023-09-15T15-36-33.8554Z;9377;47.7969632715211
2022-10-13T14-14-50.1483Z;3556;31.17066082302587
2022-12-10T01-07-53.5138Z;9879;26.219387151601303
2024-10-12T20-30-06.6290Z;7622;30.229229078202067
2022-01-23T04-34-01.8722Z;4894;25.801373460755705
2021-12-18T11-43-42.2327Z;4172;5.094277905663142
2023-02-14T05-52-03.3965Z;5410;0.720476292055322
2022-04-04T11-35-24.9259Z;1556;26.13741349569502
2023-12-21T01-17-16.9630Z;7490;40.87691941690087
2022-05-08T04-54-54.6594Z;8303;2.319853230274871
