2022-04-10T02-54-22.5299Z;6065;33.863437102110744
2021-05-01T07-40-58.2898Z;1067;48.30034797603298
2021-03-15T19-09-32.6207Z;3582;8.586272967163916
2024-08-14T20-37-50.4602Z;9720;22.563279345146242
2023-03-09T20-43-03.8275Z;3892;43.15133374194122
2023-03-05T14-35-07.4716Z;8305;23.344216129533034
2022-12-18T09-20-05.6738Z;2019;18.85448546308501
2021-01-13T04-30-21.8382Z;6823;49.42567547194853
2022-09-29T08-13-32.6759Z;1930;29.915457374505532
2021-11-16T18-12-07.7698Z;6419;47.90777016628022
2021-02-05T09-00-29.2810Z;6032;47.72209413973099
2024-02-12T08-06-07.5645Z;5589;36.52579097432699
2023-08-31T21-47-20.7881Z;223;41.87993634553953
2023-04-05T09-42-48.6140Z;3387;22.792572940982893
2023-01-26T16-30-04.4357Z;3317;5.152464198862833
2021-06-26T14-29-18.6703Z;6222;28.35645029447036
2023-04-20T04-24-07.9217Z;5422;39.39520163965417
2024-07-10T04-39-24.5002Z;6341;35.65657235308761
2024-03-14T07-19-43.3938Z;8234;25.30718165783034
2022-07-18T01-17-15.7157Z;7301;41.38009656644704
2022-12-15T01-46-39.8372Z;5901;20.57158734914174
2024-10-13T16-26-20.0610Z;1271;47.16333667786675
2023-07-15T07-14-58.6737Z;6030;37.88641321782985
2021-06-07T09-57-16.5144Z;843;27.40660075936143
2023-02-26T23-34-54.5294Z;5319;7.959661401685353
2022-04-27T11-47-37.2466Z;8335;48.315413606441254
2024-03-27T08-22-40.9888Z;453;22.224070236204195
2023-04-04T20-46-03.9489Z;3944;34.1510115059998
2022-11-22T12-11-00.4643Z;1;24.102823655991095
2021-03-09T09-52-44.6645Z;4537;47.138680645263484
